,transaction_id,apartment_id,city,dong,addr_kr,exclusive_use_area,year_of_completion,transaction_year_month,transaction_date,floor,transaction_real_price
76,11351,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201605,11~20,3,54850
77,11352,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201605,11~20,3,64000
78,11354,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201605,11~20,18,59500
79,11363,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201605,11~20,8,74500
80,11369,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201605,21~31,15,64300
81,11373,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201605,21~31,15,75500
82,11384,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201605,21~31,5,56500
83,11388,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201605,21~31,11,44500
84,11392,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201605,21~31,9,46500
85,11396,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201605,21~31,1,62000
86,11397,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201605,21~31,8,57700
87,11399,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201605,21~31,15,45000
88,11479,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,1~10,15,54000
89,11482,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201606,1~10,18,67000
90,11483,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201606,1~10,1,43000
91,11485,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,1~10,4,58000
92,11487,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201606,1~10,14,48850
93,11491,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,1~10,12,60000
94,11496,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201606,11~20,7,70200
95,11501,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,11~20,14,60000
96,11504,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201606,11~20,17,50000
97,11508,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,11~20,7,60000
98,11510,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201606,11~20,6,46500
99,11512,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,11~20,14,57000
100,11513,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201606,11~20,10,90000
101,11515,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,11~20,12,58800
102,11518,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,11~20,13,58700
103,11520,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201606,21~30,16,73500
104,11521,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201606,21~30,17,46900
105,11522,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201606,21~30,12,46000
106,11523,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,21~30,10,57000
107,11524,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201606,21~30,7,65500
108,11525,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,21~30,2,55000
109,11528,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,21~30,10,59000
110,11532,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,21~30,15,58800
111,11537,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,21~30,11,60000
112,11538,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201606,21~30,1,63000
113,11540,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201606,21~30,9,69500
114,11543,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201606,21~30,8,73000
115,11546,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,21~30,1,52500
116,11548,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,21~30,4,55500
117,11551,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,21~30,12,60000
118,11554,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201606,21~30,5,68000
119,11557,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,21~30,17,62750
120,11558,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201606,21~30,15,60000
121,11608,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,1~10,11,62000
122,11609,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,1~10,2,54000
123,11610,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,1~10,3,44500
124,11612,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,1~10,14,46200
125,11616,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,1~10,2,43800
126,11619,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,1~10,11,60000
127,11620,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,1~10,3,56500
128,11622,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,1~10,9,47000
129,11623,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,1~10,16,48400
130,11624,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,1~10,2,58200
131,11625,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,1~10,11,64700
132,11629,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,1~10,4,57000
133,11630,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,1~10,7,71500
134,11631,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,1~10,17,46300
135,11632,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,1~10,7,73500
136,11635,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,11~20,6,66000
137,11638,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,5,59900
138,11640,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,10,60000
139,11641,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,11~20,18,71700
140,11643,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,11,62700
141,11644,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,6,58500
142,11646,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,11~20,6,65000
143,11647,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,1,55000
144,11649,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,18,59000
145,11654,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,10,59000
146,11655,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,18,59200
147,11656,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,11~20,18,46000
148,11657,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,11~20,8,53800
149,11658,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,11~20,13,75000
150,11661,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,1,54000
151,11663,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,15,63800
152,11664,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,11~20,17,76800
153,11665,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,16,63850
154,11666,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,11~20,17,90000
155,11667,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,9,71000
156,11668,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,11~20,8,67500
157,11669,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,11~20,4,47500
158,11672,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,11~20,1,45000
159,11673,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,11~20,7,58800
160,11677,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,21~31,18,72000
161,11678,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,21~31,17,50000
162,11679,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,21~31,6,65000
163,11683,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,21~31,10,60000
164,11688,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,21~31,8,60000
165,11690,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,21~31,7,90000
166,11691,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,21~31,1,55000
167,11692,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201607,21~31,5,60000
168,11693,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,21~31,18,47200
169,11695,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,21~31,15,76000
170,11696,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,21~31,18,66000
171,11698,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201607,21~31,16,77000
172,11700,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201607,21~31,13,46000
173,11753,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201608,1~10,9,73000
174,11757,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,1~10,7,60000
175,11764,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,1~10,11,60000
176,11765,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201608,11~20,14,74000
177,11771,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,11~20,2,59800
178,11773,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201608,11~20,18,46400
179,11774,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,11~20,14,70000
180,11775,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201608,11~20,7,47000
181,11778,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,11~20,4,59500
182,11780,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201608,11~20,15,68000
183,11785,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201608,11~20,4,70000
184,11788,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,21~31,13,64500
185,11791,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201608,21~31,12,75000
186,11792,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,21~31,15,72500
187,11795,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,21~31,10,60000
188,11797,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,21~31,3,58000
189,11798,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,21~31,13,60000
190,11799,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201608,21~31,15,51000
191,11801,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,21~31,10,74000
192,11802,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201608,21~31,17,47500
193,11804,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201608,21~31,6,48000
194,11807,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,21~31,11,58000
195,11812,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201608,21~31,3,62700
196,11879,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201609,1~10,5,70500
197,11880,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201609,1~10,12,60000
198,11881,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201609,1~10,11,65000
199,11882,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201609,1~10,14,51000
200,11883,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201609,1~10,15,56500
201,11885,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201609,1~10,4,48500
202,11887,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201609,1~10,15,47800
203,11890,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201609,1~10,2,59000
204,11896,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201609,1~10,2,47500
205,11901,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201609,1~10,17,60000
206,11902,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201609,1~10,18,75000
207,11916,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201609,11~20,14,92000
208,11921,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201609,11~20,16,64000
209,11929,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201609,11~20,1,52000
210,11930,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201609,11~20,13,60000
211,11931,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201609,11~20,17,64000
212,11934,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201609,21~30,2,48700
213,11940,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201609,21~30,18,93000
214,11943,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201609,21~30,1,53000
215,11945,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201609,21~30,18,57250
216,11959,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201609,21~30,15,52000
217,11963,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201609,21~30,14,79000
218,12022,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201610,1~10,3,47500
219,12023,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,1~10,12,62500
220,12024,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201610,1~10,9,74500
221,12027,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,1~10,7,60000
222,12029,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201610,1~10,11,79800
223,12030,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201610,1~10,2,69900
224,12031,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,1~10,2,60000
225,12034,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,1~10,1,53750
226,12037,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,1~10,9,62000
227,12039,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201610,1~10,18,75500
228,12040,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,1~10,6,60000
229,12041,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,1~10,17,67000
230,12045,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201610,1~10,5,49800
231,12046,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201610,1~10,14,52200
232,12051,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201610,1~10,8,52800
233,12055,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,11~20,15,69700
234,12057,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,11~20,9,66000
235,12058,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,11~20,12,63500
236,12060,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,11~20,10,64500
237,12063,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201610,11~20,5,67000
238,12064,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201610,11~20,9,74500
239,12068,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,11~20,15,70800
240,12070,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201610,11~20,5,47500
241,12077,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,11~20,5,60000
242,12090,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,11~20,6,64000
243,12097,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201610,21~31,6,52000
244,12099,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,21~31,17,75000
245,12100,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201610,21~31,14,70000
246,12114,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201610,21~31,16,79500
247,12115,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201610,21~31,14,66700
248,12117,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201610,21~31,14,48000
249,12195,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201611,1~10,12,65000
250,12201,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201611,11~20,11,70000
251,12202,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201611,11~20,5,52700
252,12207,1878,서울특별시,신당동,신당동 844 남산타운,114.88,2002,201611,11~20,10,64500
253,12209,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201611,11~20,16,49800
254,12218,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201611,21~30,15,45000
255,12274,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201612,1~10,13,60000
256,12278,1878,서울특별시,신당동,신당동 844 남산타운,59.94,2002,201612,1~10,12,51000
257,12282,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201612,11~20,14,75800
258,12286,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201612,11~20,16,61600
259,12290,1878,서울특별시,신당동,신당동 844 남산타운,84.88,2002,201612,21~31,9,61500
260,41758,11873,서울특별시,행당동,행당동 346 행당 한진타운,84.71,2000,201601,1~10,17,55300
261,41761,2375,서울특별시,행당동,행당동 347 대림e-편한세상,84.87,2000,201601,11~20,13,52700
262,41762,2375,서울특별시,행당동,행당동 347 대림e-편한세상,59.96,2000,201601,11~20,3,45000
263,41765,2375,서울특별시,행당동,행당동 347 대림e-편한세상,84.87,2000,201601,11~20,1,48000
264,41769,11873,서울특별시,행당동,행당동 346 행당 한진타운,84.71,2000,201601,21~31,4,55300
265,41770,11873,서울특별시,행당동,행당동 346 행당 한진타운,59.96,2000,201601,21~31,14,45000
266,41771,11873,서울특별시,행당동,행당동 346 행당 한진타운,84.71,2000,201601,21~31,23,60000
267,41775,2375,서울특별시,행당동,행당동 347 대림e-편한세상,59.96,2000,201601,21~31,6,42800
268,41776,11873,서울특별시,행당동,행당동 346 행당 한진타운,114.62,2000,201601,21~31,13,67000
269,41925,2375,서울특별시,행당동,행당동 347 대림e-편한세상,114.94,2000,201602,1~10,13,70000
270,41926,11873,서울특별시,행당동,행당동 346 행당 한진타운,59.96,2000,201602,1~10,16,48800
271,41928,2375,서울특별시,행당동,행당동 347 대림e-편한세상,114.94,2000,201602,1~10,14,68000
272,41930,2375,서울특별시,행당동,행당동 347 대림e-편한세상,84.87,2000,201602,11~20,4,52000
273,41931,2375,서울특별시,행당동,행당동 347 대림e-편한세상,59.96,2000,201602,11~20,4,43000
274,41932,2375,서울특별시,행당동,행당동 347 대림e-편한세상,84.87,2000,201602,11~20,13,52000
275,41935,11873,서울특별시,행당동,행당동 346 행당 한진타운,84.71,2000,201602,11~20,20,53300
276,41936,2375,서울특별시,행당동,행당동 347 대림e-편한세상,84.87,2000,201602,11~20,13,53000
277,41938,11873,서울특별시,행당동,행당동 346 행당 한진타운,59.96,2000,201602,11~20,12,46000
278,41940,11873,서울특별시,행당동,행당동 346 행당 한진타운,84.71,2000,201602,11~20,10,55000
279,41941,11873,서울특별시,행당동,행당동 346 행당 한진타운,59.96,2000,201602,11~20,19,45500
280,41944,11873,서울특별시,행당동,행당동 346 행당 한진타운,114.62,2000,201602,21~29,1,56300
281,41945,11873,서울특별시,행당동,행당동 346 행당 한진타운,114.62,2000,201602,21~29,18,68500
282,41946,11873,서울특별시,행당동,행당동 346 행당 한진타운,59.96,2000,201602,21~29,17,45800
283,41950,11873,서울특별시,행당동,행당동 346 행당 한진타운,59.96,2000,201602,21~29,15,44100
284,41951,11873,서울특별시,행당동,행당동 346 행당 한진타운,59.96,2000,201602,21~29,1,40500
285,41952,2375,서울특별시,행당동,행당동 347 대림e-편한세상,84.87,2000,201602,21~29,3,57000
286,41955,11873,서울특별시,행당동,행당동 346 행당 한진타운,114.62,2000,201602,21~29,15,64000
